keyword,product_key,buyer_research_refs,query_origin,semantic_cluster,intent,target_page_type,target_url,keyword_role,decision_reason,supporting_fact_ids,demand_evidence,season,research_period,validation_source,checked_at,representative_SERP_URLs,possible_overlap_with_other_products,mapping_reason,mapping_status,mapping_version
black album cover music rug,personalized-album-cover-rug-4af618eed5,B021-201-BR01,AGENT_PROPOSED,black album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-rug-4af618eed5,PRIMARY,Best product-level match for observed motif and buyer intent.,B021-201,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
personalized song rug,personalized-album-cover-rug-4af618eed5,B021-201-BR01,AGENT_PROPOSED,black album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-rug-4af618eed5,SECONDARY,Useful motif synonym supported by page and image evidence.,B021-201,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
official Spotify rug,personalized-album-cover-rug-4af618eed5,,AGENT_PROPOSED,black album cover music rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B021-201,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
teal album cover music rug,personalized-album-cover-welcome-mat-26099b1534,B021-202-BR01,AGENT_PROPOSED,teal album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-welcome-mat-26099b1534,PRIMARY,Best product-level match for observed motif and buyer intent.,B021-202,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
custom song rug,personalized-album-cover-welcome-mat-26099b1534,B021-202-BR01,AGENT_PROPOSED,teal album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-welcome-mat-26099b1534,SECONDARY,Useful motif synonym supported by page and image evidence.,B021-202,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
vinyl record rug,personalized-album-cover-welcome-mat-26099b1534,,AGENT_PROPOSED,teal album cover music rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B021-202,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
orange album cover music rug,personalized-album-cover-area-rug-648fd8e2ff,B021-203-BR01,AGENT_PROPOSED,orange album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-area-rug-648fd8e2ff,PRIMARY,Best product-level match for observed motif and buyer intent.,B021-203,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
custom music rug,personalized-album-cover-area-rug-648fd8e2ff,B021-203-BR01,AGENT_PROPOSED,orange album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-area-rug-648fd8e2ff,SECONDARY,Useful motif synonym supported by page and image evidence.,B021-203,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
doormat only,personalized-album-cover-area-rug-648fd8e2ff,,AGENT_PROPOSED,orange album cover music rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B021-203,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
beige album cover music rug,personalized-album-cover-area-rug-0587b91810-0587b91810,B021-204-BR01,AGENT_PROPOSED,beige album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-area-rug-0587b91810-0587b91810,PRIMARY,Best product-level match for observed motif and buyer intent.,B021-204,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
personalized music rug,personalized-album-cover-area-rug-0587b91810-0587b91810,B021-204-BR01,AGENT_PROPOSED,beige album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-area-rug-0587b91810-0587b91810,SECONDARY,Useful motif synonym supported by page and image evidence.,B021-204,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
bright orange rug,personalized-album-cover-area-rug-0587b91810-0587b91810,,AGENT_PROPOSED,beige album cover music rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B021-204,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
brown album cover music rug,personalized-album-cover-rug-3bfef01c49-3bfef01c49,B021-205-BR01,AGENT_PROPOSED,brown album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-rug-3bfef01c49-3bfef01c49,PRIMARY,Best product-level match for observed motif and buyer intent.,B021-205,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
custom album rug,personalized-album-cover-rug-3bfef01c49-3bfef01c49,B021-205-BR01,AGENT_PROPOSED,brown album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-rug-3bfef01c49-3bfef01c49,SECONDARY,Useful motif synonym supported by page and image evidence.,B021-205,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
classroom rug,personalized-album-cover-rug-3bfef01c49-3bfef01c49,,AGENT_PROPOSED,brown album cover music rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B021-205,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
burgundy album cover music rug,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,B021-206-BR01,AGENT_PROPOSED,burgundy album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,PRIMARY,Best product-level match for observed motif and buyer intent.,B021-206,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
personalized album rug,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,B021-206-BR01,AGENT_PROPOSED,burgundy album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,SECONDARY,Useful motif synonym supported by page and image evidence.,B021-206,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
soccer rug,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,,AGENT_PROPOSED,burgundy album cover music rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B021-206,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
gray album cover music rug,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,B021-207-BR01,AGENT_PROPOSED,gray album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,PRIMARY,Best product-level match for observed motif and buyer intent.,B021-207,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
custom music rug,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,B021-207-BR01,AGENT_PROPOSED,gray album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,SECONDARY,Useful motif synonym supported by page and image evidence.,B021-207,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
orange album rug,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,,AGENT_PROPOSED,gray album cover music rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B021-207,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
black music studio album rug,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,B021-208-BR01,AGENT_PROPOSED,black music studio album rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,PRIMARY,Best product-level match for observed motif and buyer intent.,B021-208,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
custom album cover rug,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,B021-208-BR01,AGENT_PROPOSED,black music studio album rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,SECONDARY,Useful motif synonym supported by page and image evidence.,B021-208,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
official streaming rug,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,,AGENT_PROPOSED,black music studio album rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B021-208,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
turntable album cover music rug,personalized-music-album-cover-welcome-mat-6b66b8a24c,B021-209-BR01,AGENT_PROPOSED,turntable album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-music-album-cover-welcome-mat-6b66b8a24c,PRIMARY,Best product-level match for observed motif and buyer intent.,B021-209,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
custom song rug,personalized-music-album-cover-welcome-mat-6b66b8a24c,B021-209-BR01,AGENT_PROPOSED,turntable album cover music rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-music-album-cover-welcome-mat-6b66b8a24c,SECONDARY,Useful motif synonym supported by page and image evidence.,B021-209,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/; https://www.pinterest.com/ideas/spotify-rug/; https://chillgen.com/products/custom-music-album-doormat-front-door-b42677b9b9; https://chillgen.com/,2026-09-07T03:19:28+07:00,https://www.etsy.com/market/song_personalised_rug; https://www.etsy.com/market/music_rug_personalized_with_album; https://www.etsy.com/market/music_song_rug; https://www.pinterest.com/ideas/album-cover-rugs/920189448114/,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
