keyword,product_key,buyer_research_refs,query_origin,semantic_cluster,intent,target_page_type,target_url,keyword_role,decision_reason,supporting_fact_ids,demand_evidence,season,research_period,validation_source,checked_at,representative_SERP_URLs,possible_overlap_with_other_products,mapping_reason,mapping_status,mapping_version
album cover rug,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,,AGENT_PROPOSED,personalized town road map rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B022-212,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,custom-road-map-area-rug-town-play-mat-587b1148b8-587b1148b8; custom-road-map-doormat-city-street-play-mat-0e3ba7dda0-0e3ba7dda0,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_EXPECTED_SHARED_TERM: overlap is limited to rejected/collection or cross-role usage; not treated as cannibalization by itself.,FINAL_REVIEWED,2.4-catalog-final-1
alphabet road map play rug,custom-road-map-area-rug-8262be4ef1-8262be4ef1,B022-213-BR01,AGENT_PROPOSED,alphabet road map play rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-8262be4ef1-8262be4ef1,PRIMARY,Best product-level match for observed motif and buyer intent.,B022-213,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
ABC kids road rug,custom-road-map-area-rug-8262be4ef1-8262be4ef1,B022-213-BR01,AGENT_PROPOSED,alphabet road map play rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-8262be4ef1-8262be4ef1,SECONDARY,Useful motif synonym supported by page and image evidence.,B022-213,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
plain road doormat,custom-road-map-area-rug-8262be4ef1-8262be4ef1,,AGENT_PROPOSED,alphabet road map play rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B022-213,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
blue town road map rug,custom-road-map-area-rug-town-play-mat-587b1148b8-587b1148b8,B022-214-BR01,AGENT_PROPOSED,blue town road map rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-town-play-mat-587b1148b8-587b1148b8,PRIMARY,Best product-level match for observed motif and buyer intent.,B022-214,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
custom kids road rug,custom-road-map-area-rug-town-play-mat-587b1148b8-587b1148b8,B022-214-BR01,AGENT_PROPOSED,blue town road map rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-town-play-mat-587b1148b8-587b1148b8,SECONDARY,Useful motif synonym supported by page and image evidence.,B022-214,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
album cover rug,custom-road-map-area-rug-town-play-mat-587b1148b8-587b1148b8,,AGENT_PROPOSED,blue town road map rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B022-214,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a; custom-road-map-doormat-city-street-play-mat-0e3ba7dda0-0e3ba7dda0,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_EXPECTED_SHARED_TERM: overlap is limited to rejected/collection or cross-role usage; not treated as cannibalization by itself.,FINAL_REVIEWED,2.4-catalog-final-1
pastel city road map rug,custom-road-map-area-rug-e4dbf01f05,B022-215-BR01,AGENT_PROPOSED,pastel city road map rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-e4dbf01f05,PRIMARY,Best product-level match for observed motif and buyer intent.,B022-215,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
personalized kids road rug,custom-road-map-area-rug-e4dbf01f05,B022-215-BR01,AGENT_PROPOSED,pastel city road map rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-e4dbf01f05,SECONDARY,Useful motif synonym supported by page and image evidence.,B022-215,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
bright alphabet rug,custom-road-map-area-rug-e4dbf01f05,,AGENT_PROPOSED,pastel city road map rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B022-215,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
personalized city street rug,custom-road-map-welcome-mat-708eca28bb,B022-216-BR01,AGENT_PROPOSED,personalized city street rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-welcome-mat-708eca28bb,PRIMARY,Best product-level match for observed motif and buyer intent.,B022-216,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
custom road map rug,custom-road-map-welcome-mat-708eca28bb,B022-216-BR01,AGENT_PROPOSED,personalized city street rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-welcome-mat-708eca28bb,SECONDARY,Useful motif synonym supported by page and image evidence.,B022-216,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
music album rug,custom-road-map-welcome-mat-708eca28bb,,AGENT_PROPOSED,personalized city street rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B022-216,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
work zone road map rug,custom-road-map-doormat-city-street-play-mat-0e3ba7dda0-0e3ba7dda0,B022-217-BR01,AGENT_PROPOSED,work zone road map rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-doormat-city-street-play-mat-0e3ba7dda0-0e3ba7dda0,PRIMARY,Best product-level match for observed motif and buyer intent.,B022-217,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
construction road play rug,custom-road-map-doormat-city-street-play-mat-0e3ba7dda0-0e3ba7dda0,B022-217-BR01,AGENT_PROPOSED,work zone road map rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-doormat-city-street-play-mat-0e3ba7dda0-0e3ba7dda0,SECONDARY,Useful motif synonym supported by page and image evidence.,B022-217,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
album cover rug,custom-road-map-doormat-city-street-play-mat-0e3ba7dda0-0e3ba7dda0,,AGENT_PROPOSED,work zone road map rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B022-217,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,custom-road-map-area-rug-town-play-mat-587b1148b8-587b1148b8; custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_EXPECTED_SHARED_TERM: overlap is limited to rejected/collection or cross-role usage; not treated as cannibalization by itself.,FINAL_REVIEWED,2.4-catalog-final-1
gray construction road map rug,custom-road-map-area-rug-town-play-mat-a27d8ff428,B022-218-BR01,AGENT_PROPOSED,gray construction road map rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-town-play-mat-a27d8ff428,PRIMARY,Best product-level match for observed motif and buyer intent.,B022-218,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
construction truck play rug,custom-road-map-area-rug-town-play-mat-a27d8ff428,B022-218-BR01,AGENT_PROPOSED,gray construction road map rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-town-play-mat-a27d8ff428,SECONDARY,Useful motif synonym supported by page and image evidence.,B022-218,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
ABC alphabet rug,custom-road-map-area-rug-town-play-mat-a27d8ff428,,AGENT_PROPOSED,gray construction road map rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B022-218,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
soft city road play rug,custom-road-map-area-rug-d39d38a4a8,B022-219-BR01,AGENT_PROPOSED,soft city road play rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-d39d38a4a8,PRIMARY,Best product-level match for observed motif and buyer intent.,B022-219,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
personalized road map rug,custom-road-map-area-rug-d39d38a4a8,B022-219-BR01,AGENT_PROPOSED,soft city road play rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-road-map-area-rug-d39d38a4a8,SECONDARY,Useful motif synonym supported by page and image evidence.,B022-219,"SERP_ONLY, no volume verified.",EVERGREEN,2026-09-07,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug; https://www.amazon.com/street-play-rug/s?k=street+play+rug; https://www.etsy.com/market/play_rug_city_streets; https://www.amazon.com/clp/B0F4KCT99R; https://www.etsy.com/market/song_personalised_rug; https://chillgen.com/,2026-09-07T03:23:24+07:00,https://www.etsy.com/market/custom_city_map_rug; https://www.etsy.com/listing/4498584090/kids-road-map-rug-tufted-playroom-car; https://www.etsy.com/listing/4330162495/personalized-city-road-kids-play-rug; https://www.walmart.com/c/kp/kids-road-map-rug,custom-road-map-area-rug-play-mat-9aed6a6ee9-9aed6a6ee9,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_SHARED_PRODUCT_TERM: keep only where each page has a distinct verified design/use-case modifier; QA before approval.,FINAL_REVIEWED,2.4-catalog-final-1
